HOG	OG	Gene Tree Parent Clade	Aar	Ath	Chi	Cru	Tar
N0.HOG0018241	OG0016189	n0	Aa31LG5G3860		CARHR127440.1	Carub.0004s1506.1.p	gene-TAV2_LOCUS12363
N0.HOG0018242	OG0016190	n0	Aa31LG5G4140	AT2G33250.1	CARHR127250.1	Carub.0004s1471.1.p	
N0.HOG0018243	OG0016191	n0	Aa31LG5G4230	AT2G32300.2	CARHR126130.1	Carub.0004s1366.1.p	
N0.HOG0018244	OG0016192	n0	Aa31LG5G4300	AT2G32235.1	CARHR126020.1	Carub.0004s1355.1.p	
N0.HOG0018245	OG0016193	n0	Aa31LG5G4520	AT2G32860.2			gene-TAV2_LOCUS15010, gene-TAV2_LOCUS14709
N0.HOG0018246	OG0016194	n0	Aa31LG5G4590	AT2G32930.2	CARHR126860.1	Carub.0004s1436.1.p	
N0.HOG0018247	OG0016195	n0	Aa31LG5G4900	AT2G32120.1	CARHR125910.1	Carub.0004s1346.1.p	
N0.HOG0018248	OG0016196	n0	Aa31LG5G4910	AT2G32100.1	CARHR125900.1	Carub.0004s1345.1.p	
N0.HOG0018249	OG0016197	n0	Aa31LG5G5080	AT2G31940.1	CARHR125650.1	Carub.0004s1324.1.p	
N0.HOG0018250	OG0016198	n0	Aa31LG5G5290	AT2G31690.1	CARHR125320.1	Carub.0004s1299.1.p	
N0.HOG0018251	OG0016199	n0	Aa31LG5G5560	AT2G31410.1	CARHR125040.1	Carub.0004s1273.1.p	
N0.HOG0018252	OG0016200	n0	Aa31LG5G5760	AT2G31160.1	CARHR124760.1	Carub.0004s1244.1.p	
N0.HOG0018253	OG0016201	n0	Aa31LG5G5830	AT2G31082.1	CARHR124650.1	Carub.0004s1232.1.p	
N0.HOG0018254	OG0016202	n0	Aa31LG5G5840	AT2G31081.1	CARHR124630.1	Carub.0004s1231.1.p	
N0.HOG0018255	OG0016203	n0	Aa31LG5G5870	AT2G31035.1	CARHR124560.1	Carub.0004s1224.1.p	
N0.HOG0018256	OG0016204	n0	Aa31LG5G6440	AT2G30280.1	CARHR123600.1	Carub.0008s0813.1.p	
N0.HOG0018257	OG0016205	n0	Aa31LG5G6460	AT2G30250.1	CARHR123570.1	Carub.0004s1141.1.p	
N0.HOG0018258	OG0016206	n0	Aa31LG5G6770	AT2G29760.1	CARHR123110.1	Carub.0004s1086.1.p	
N0.HOG0018259	OG0016207	n0	Aa31LG5G7440	AT2G31490.1	CARHR125130.1	Carub.0004s1281.1.p	
N0.HOG0018260	OG0016208	n0	Aa31LG5G7630	AT1G07860.1	CARHR007670.1	Carub.0001s0720.1.p	
N0.HOG0018261	OG0016209	n0	Aa31LG5G7680		CARHR112320.1		gene-TAV2_LOCUS14370, gene-TAV2_LOCUS14365
N0.HOG0018262	OG0016210	n0	Aa31LG5G7780	AT2G28440.1	CARHR121400.1		gene-TAV2_LOCUS14036
N0.HOG0018263	OG0016211	n0	Aa31LG5G7910	AT2G28305.1		Carub.0004s0919.1.p	gene-TAV2_LOCUS14680
N0.HOG0018264	OG0016212	n0	Aa31LG5G8230	AT2G27770.1	CARHR120470.1	Carub.0004s0852.1.p	
N0.HOG0018265	OG0016213	n0	Aa31LG5G8570, Aa31LG5G8580		CARHR119220.1		gene-TAV2_LOCUS12940
N0.HOG0018266	OG0016214	n0	Aa31LG5G9120	AT2G26660.1	CARHR118550.1		gene-TAV2_LOCUS13044
N0.HOG0018267	OG0016215	n0	Aa31LG5G9560	AT2G26240.1	CARHR115050.1	Carub.0004s0606.1.p	
N0.HOG0018268	OG0016216	n0	Aa31LG5G9580	AT2G26210.4	CARHR115040.1	Carub.0004s0605.1.p	
N0.HOG0018269	OG0016217	n0	Aa31LG5G9660	AT2G26110.1	CARHR114840.1	Carub.0004s0595.1.p	
N0.HOG0018270	OG0016218	n0	Aa31LG5G9710	AT2G26040.1	CARHR114750.1	Carub.0004s0586.1.p	
N0.HOG0018271	OG0016219	n0	Aa31LG5G9780	AT2G25900.1	CARHR115300.1	Carub.0004s0572.1.p	
N0.HOG0018272	OG0016220	n0	Aa31LG5G9790	AT2G25890.2	CARHR115320.1	Carub.0004s0571.1.p	
N0.HOG0018273	OG0016221	n0	Aa31LG5G9830	AT2G25760.2	CARHR115480.1	Carub.0004s0554.1.p	
N0.HOG0018274	OG0016222	n0	Aa31LG5G9860	AT2G25780.1	CARHR115460.1	Carub.0004s0557.1.p	
N0.HOG0018275	OG0016223	n0	Aa31LG5G9900	AT5G40405.1	CARHR261610.1	Carub.0007s3519.1.p	
N0.HOG0018276	OG0016224	n0	Aa31LG5G10440	AT4G26980.1	CARHR234590.1	Carub.0007s1386.1.p	
N0.HOG0018277	OG0016225	n0	Aa31LG5G10480	AT3G01360.1	CARHR075620.1	Carub.0003s0073.1.p	
N0.HOG0018278	OG0016226	n0	Aa31LG5G10630	AT3G01513.1	CARHR075430.1	Carub.0003s0057.1.p	
N0.HOG0018279	OG0016227	n0	Aa31LG5G10660	AT3G01520.1	CARHR075410.1	Carub.0003s0055.1.p	
N0.HOG0018280	OG0016228	n0	Aa31LG5G10730	AT3G01580.1	CARHR075350.1	Carub.0003s0048.1.p	
N0.HOG0018281	OG0016229	n0	Aa31LG5G10970	AT3G01830.1	CARHR075100.1	Carub.0003s0023.1.p	
N0.HOG0018282	OG0016230	n0	Aa31LG5G11020	AT3G01900.1	CARHR075050.1	Carub.0003s0018.1.p	
N0.HOG0018283	OG0016231	n0	Aa31LG5G11090	AT3G01970.1	CARHR074990.1	Carub.0003s0012.1.p	
N0.HOG0018284	OG0016232	n0	Aa31LG5G11120	AT3G02000.1	CARHR074970.1	Carub.0003s0009.1.p	
N0.HOG0018285	OG0016233	n0	Aa31LG5G11220	AT5G13930.1	CARHR199500.1		gene-TAV2_LOCUS19522
N0.HOG0018286	OG0016234	n0	Aa31LG5G11250	AT3G02065.2	CARHR074860.1	Carub.0003s0002.1.p	
N0.HOG0018287	OG0016235	n0	Aa31LG5G11260	AT3G02070.2	CARHR074850.1	Carub.0003s0001.1.p	
N0.HOG0018288	OG0016236	n0	Aa31LG5G11310	AT5G01980.1	CARHR212330.1	Carub.0024s0006.1.p	
N0.HOG0018289	OG0016237	n0	Aa31LG5G11420	AT5G01940.3	CARHR212290.1	Carub.0024s0010.1.p	
N0.HOG0018290	OG0016238	n0	Aa31LG5G11430	AT5G01930.1	CARHR212280.1	Carub.0024s0011.1.p	
N0.HOG0018291	OG0016239	n0	Aa31LG5G11450	AT5G01910.1	CARHR212260.1	Carub.0024s0013.1.p	
N0.HOG0018292	OG0016240	n0	Aa31LG5G11530	AT5G01860.1	CARHR212210.1	Carub.0024s0019.1.p	
N0.HOG0018293	OG0016241	n0	Aa31LG5G11630	AT5G01820.1	CARHR212170.1	Carub.0006s0001.1.p	
N0.HOG0018294	OG0016242	n0	Aa31LG5G11640	AT5G01810.1	CARHR212160.1	Carub.0006s0002.1.p	
N0.HOG0018295	OG0016243	n0	Aa31sc182G40, Aa31LG5G11840, Aa31LG5G11850			Carub.0007s1441.1.p	
N0.HOG0018296	OG0016244	n0	Aa31LG5G11910	AT4G26555.1	CARHR234140.1	Carub.0007s1432.1.p	
N0.HOG0018297	OG0016245	n0	Aa31LG5G12050	AT4G26930.1	CARHR234530.1		gene-TAV2_LOCUS26051
N0.HOG0018298	OG0016246	n0	Aa31LG5G12660	AT3G02130.1	CARHR076100.1		gene-TAV2_LOCUS10741
N0.HOG0018299	OG0016247	n0	Aa31LG5G12670	AT3G02140.1	CARHR076110.1	Carub.0003s0126.1.p	
N0.HOG0018300	OG0016248	n0	Aa31LG5G12690	AT3G02160.1	CARHR076130.1	Carub.0003s0128.1.p	
N0.HOG0018301	OG0016249	n0	Aa31LG5G12870	AT3G02330.1	CARHR076310.1	Carub.0003s0144.1.p	
N0.HOG0018302	OG0016250	n0	Aa31LG5G12900	AT3G02360.1	CARHR076340.1	Carub.0003s0147.1.p	
N0.HOG0018303	OG0016251	n0	Aa31LG5G12910	AT3G02380.1	CARHR076360.1	Carub.0003s0148.1.p	
N0.HOG0018304	OG0016252	n0	Aa31LG5G13000	AT3G02500.3	CARHR076500.1	Carub.0003s0161.1.p	
N0.HOG0018305	OG0016253	n0	Aa31LG5G13120	AT3G02640.1	CARHR076640.1	Carub.0003s0175.1.p	
N0.HOG0018306	OG0016254	n0	Aa31LG5G13140	AT3G02660.2	CARHR076660.1		gene-TAV2_LOCUS9688
N0.HOG0018307	OG0016255	n0	Aa31LG5G13190	AT3G02720.1	CARHR076720.1	Carub.0003s0182.1.p	
N0.HOG0018308	OG0016256	n0	Aa31LG5G13260	AT3G02790.1	CARHR076800.1	Carub.0003s0189.1.p	
N0.HOG0018309	OG0016257	n0	Aa31LG5G13310	AT3G02840.1	CARHR076850.1	Carub.0003s0194.1.p	
N0.HOG0018310	OG0016258	n0	Aa31LG5G13370	AT3G02885.1	CARHR076910.1	Carub.0003s0200.1.p	
N0.HOG0018311	OG0016259	n0	Aa31LG5G13380	AT3G02890.1	CARHR076920.1	Carub.0003s0201.1.p	
N0.HOG0018312	OG0016260	n0	Aa31LG5G13390	AT3G02900.2		Carub.0003s0202.1.p	gene-TAV2_LOCUS8834
N0.HOG0018313	OG0016261	n0	Aa31LG5G13690	AT3G03210.1	CARHR077230.1	Carub.0003s0236.1.p	
N0.HOG0018314	OG0016262	n0	Aa31LG5G13720	AT5G19570.1	CARHR193330.1	Carub.0006s1792.1.p	
N0.HOG0018315	OG0016263	n0	Aa31LG5G13740	AT3G03280.1	CARHR077310.1	Carub.0003s0244.1.p	
N0.HOG0018316	OG0016264	n0	Aa31LG5G13950	AT3G03450.1	CARHR077470.1	Carub.0003s0259.1.p	
N0.HOG0018317	OG0016265	n0	Aa31LG5G14090	AT3G03580.1	CARHR077590.1	Carub.0003s0273.1.p	
N0.HOG0018318	OG0016266	n0	Aa31LG5G14110	AT3G03600.1	CARHR077640.1	Carub.0003s0276.1.p	
N0.HOG0018319	OG0016267	n0	Aa31LG5G14120	AT3G03610.4	CARHR077650.1	Carub.0003s0277.1.p	
N0.HOG0018320	OG0016268	n0	Aa31LG5G14190	AT3G03680.1	CARHR077740.1	Carub.0003s0284.1.p	
N0.HOG0018321	OG0016269	n0	Aa31LG5G14620	AT3G04060.1	CARHR078180.1	Carub.0003s0330.1.p	
N0.HOG0018322	OG0016270	n0	Aa31LG5G14790	AT3G04360.1	CARHR078540.1	Carub.0003s0357.1.p	
N0.HOG0018323	OG0016271	n0	Aa31LG5G14870	AT3G04450.1		Carub.0003s0361.1.p	gene-TAV2_LOCUS11492
N0.HOG0018324	OG0016272	n0	Aa31LG5G15190	AT3G04790.1	CARHR079040.1	Carub.0003s0396.1.p	
N0.HOG0018325	OG0016273	n0	Aa31LG5G15510	AT3G05150.2	CARHR079470.1	Carub.0003s0439.1.p	
N0.HOG0018326	OG0016274	n0	Aa31LG5G15570	AT3G05200.1	CARHR079540.1	Carub.0003s0445.1.p	
N0.HOG0018327	OG0016275	n0	Aa31LG5G15650	AT3G05345.1	CARHR079690.1	Carub.0003s0462.1.p	
N0.HOG0018328	OG0016276	n0	Aa31LG5G15970	AT3G05410.2	CARHR079750.1	Carub.0003s0469.1.p	
N0.HOG0018329	OG0016277	n0	Aa31LG5G15980	AT3G05390.1	CARHR079730.1	Carub.0003s0467.1.p	
N0.HOG0018330	OG0016278	n0	Aa31LG5G16090	AT3G05675.1	CARHR080120.1	Carub.0003s0501.1.p	
N0.HOG0018331	OG0016279	n0	Aa31LG5G16170	AT3G05760.1	CARHR080230.1	Carub.0003s0513.1.p	
N0.HOG0018332	OG0016280	n0	Aa31LG5G16180	AT3G05800.1	CARHR080250.1	Carub.0003s0516.1.p	
N0.HOG0018333	OG0016281	n0	Aa31LG5G16250, Aa31LG5G16260, Aa31LG5G23440, Aa31LG5G23480				
N0.HOG0018334	OG0016282	n0	Aa31LG5G16500	AT3G06020.1	CARHR080520.1	Carub.0003s0544.1.p	
N0.HOG0018335	OG0016283	n0	Aa31LG5G16540	AT3G06050.1	CARHR080550.1	Carub.0003s0549.1.p	
N0.HOG0018336	OG0016284	n0	Aa31LG5G16660	AT3G06145.1	CARHR080660.1	Carub.0003s0558.1.p	
N0.HOG0018337	OG0016285	n0	Aa31LG5G16750	AT3G06240.1	CARHR080760.1	Carub.0003s0567.1.p	
N0.HOG0018338	OG0016286	n0	Aa31LG5G16870	AT3G06360.1	CARHR080880.1	Carub.0003s0580.1.p	
N0.HOG0018339	OG0016287	n0	Aa31LG5G17150	AT3G06590.3	CARHR081130.1	Carub.0003s0605.1.p	
N0.HOG0018340	OG0016288	n0	Aa31LG5G17320	AT3G06730.1	CARHR081330.1	Carub.0003s0627.1.p	
N0.HOG0018341	OG0016289	n0	Aa31LG5G17390	AT3G06780.1	CARHR081420.1	Carub.0003s0633.1.p	
N0.HOG0018342	OG0016290	n0	Aa31LG5G17450	AT3G06868.1	CARHR081490.1	Carub.0003s0640.1.p	
N0.HOG0018343	OG0016291	n0	Aa31LG5G17680	AT3G07120.1	CARHR081720.1	Carub.0003s0664.1.p	
N0.HOG0018344	OG0016292	n0	Aa31LG5G17820	AT3G07230.1	CARHR081880.1	Carub.0003s0676.1.p	
N0.HOG0018345	OG0016293	n0	Aa31LG5G17920	AT3G07350.1	CARHR082000.1	Carub.0003s0689.1.p	
N0.HOG0018346	OG0016294	n0	Aa31LG5G18040	AT3G07480.1	CARHR082130.1	Carub.0003s0703.1.p	
N0.HOG0018347	OG0016295	n0	Aa31LG5G18090	AT3G07550.2	CARHR082230.1	Carub.0003s0710.1.p	
N0.HOG0018348	OG0016296	n0	Aa31LG5G18340	AT3G07770.3	CARHR082480.1	Carub.0003s0735.1.p	
N0.HOG0018349	OG0016297	n0	Aa31LG5G18430	AT3G07870.1	CARHR082600.1	Carub.0003s0745.1.p	
N0.HOG0018350	OG0016298	n0	Aa31LG5G18460	AT3G07910.1	CARHR082640.1	Carub.0003s0749.1.p	
N0.HOG0018351	OG0016299	n0	Aa31LG5G18670	AT3G08600.1	CARHR082900.1	Carub.0003s0773.1.p	
N0.HOG0018352	OG0016300	n0	Aa31LG5G18950	AT3G08980.2	CARHR083320.1	Carub.0003s0811.1.p	
N0.HOG0018353	OG0016301	n0	Aa31LG5G18960	AT3G08990.1	CARHR083330.1	Carub.0003s0812.1.p	
N0.HOG0018354	OG0016302	n0	Aa31LG5G18980	AT2G40530.1	CARHR135640.1	Carub.0004s2280.1.p	
N0.HOG0018355	OG0016303	n0	Aa31LG5G19230	AT2G40330.1	CARHR135420.1	Carub.0004s2258.1.p	
N0.HOG0018356	OG0016304	n0	Aa31LG5G19340	AT2G40230.1	CARHR135260.1	Carub.0004s2244.1.p	
N0.HOG0018357	OG0016305	n0	Aa31LG5G19360	AT2G40220.1	CARHR135250.1	Carub.0004s2243.1.p	
N0.HOG0018358	OG0016306	n0	Aa31LG5G19530	AT2G40080.1	CARHR135020.1	Carub.0004s2222.1.p	
N0.HOG0018359	OG0016307	n0	Aa31LG5G19600	AT2G40000.1	CARHR134950.1	Carub.0004s2214.1.p	
N0.HOG0018360	OG0016308	n0	Aa31LG5G19630	AT2G39980.1	CARHR134930.1	Carub.0004s2212.1.p	
N0.HOG0018361	OG0016309	n0	Aa31LG5G19760	AT2G39850.1	CARHR134750.1	Carub.0004s2196.1.p	
N0.HOG0018362	OG0016310	n0	Aa31LG5G19930	AT2G39725.1	CARHR134570.1	Carub.0004s2178.1.p	
N0.HOG0018363	OG0016311	n0	Aa31LG5G19950	AT2G39710.1	CARHR134550.1	Carub.0004s2176.1.p	
N0.HOG0018364	OG0016312	n0	Aa31LG5G20010	AT2G39630.1	CARHR134470.1	Carub.0004s2167.1.p	
N0.HOG0018365	OG0016313	n0	Aa31LG5G20030	AT2G39620.1	CARHR134460.1		gene-TAV2_LOCUS13442
N0.HOG0018366	OG0016314	n0	Aa31LG5G20100	AT2G39500.1	CARHR134390.1	Carub.0004s2158.1.p	
N0.HOG0018367	OG0016315	n0	Aa31LG5G20170	AT2G39180.1	CARHR133930.1	Carub.0004s2122.1.p	
N0.HOG0018368	OG0016316	n0	Aa31LG5G20310	AT2G39360.1	CARHR134150.1	Carub.0004s2141.1.p	
N0.HOG0018369	OG0016317	n0	Aa31LG5G20320	AT2G39170.1	CARHR133920.1	Carub.0004s2121.1.p	
N0.HOG0018370	OG0016318	n0	Aa31LG5G20580	AT2G28290.5	CARHR121200.1		gene-TAV2_LOCUS14214
N0.HOG0018371	OG0016319	n0	Aa31LG5G20890	AT2G38800.1	CARHR133510.1	Carub.0004s2082.1.p	
N0.HOG0018372	OG0016320	n0	Aa31LG5G20970	AT2G38730.1	CARHR133420.1	Carub.0004s2073.1.p	
N0.HOG0018373	OG0016321	n0	Aa31LG5G21120	AT2G35980.1	CARHR130230.1	Carub.0004s1772.1.p	
N0.HOG0018374	OG0016322	n0	Aa31LG5G21140	AT2G36000.1	CARHR130260.1	Carub.0004s1775.1.p	
N0.HOG0018375	OG0016323	n0	Aa31LG5G21190	AT2G36026.1	CARHR130290.1	Carub.0004s1778.1.p	
N0.HOG0018376	OG0016324	n0	Aa31LG5G21230	AT2G36090.1	CARHR130340.1	Carub.0004s1783.1.p	
N0.HOG0018377	OG0016325	n0	Aa31LG5G21330	AT2G36210.1	CARHR130450.1	Carub.0004s1797.1.p	
N0.HOG0018378	OG0016326	n0	Aa31LG5G21400	AT2G36270.3	CARHR130540.1	Carub.0004s1802.1.p	
N0.HOG0018379	OG0016327	n0	Aa31LG5G21510	AT3G12350.1	CARHR287100.1	Carub.0003s1171.1.p	
N0.HOG0018380	OG0016328	n0	Aa31LG5G21630	AT2G36450.1	CARHR130750.1	Carub.0004s1826.1.p	
N0.HOG0018381	OG0016329	n0	Aa31LG5G21660	AT2G36470.1	CARHR130770.1	Carub.0004s1828.1.p	
N0.HOG0018382	OG0016330	n0	Aa31LG5G21720	ATCG01090.1	CARHR282460.1		gene-TAV2_LOCUS8766
N0.HOG0018383	OG0016331	n0	Aa31LG5G22240	AT2G37000.1	CARHR131480.1		gene-TAV2_LOCUS13864
N0.HOG0018384	OG0016332	n0	Aa31LG5G22290	AT2G37030.1	CARHR131520.1	Carub.0004s1890.1.p	
N0.HOG0018385	OG0016333	n0	Aa31LG5G22300	AT2G37035.1	CARHR131530.1	Carub.0004s1891.1.p	
N0.HOG0018386	OG0016334	n0	Aa31LG5G22320	AT2G37100.1	CARHR131610.1	Carub.0004s1899.1.p	
N0.HOG0018387	OG0016335	n0	Aa31LG5G22610	AT2G37290.2	CARHR132300.1	Carub.0004s1920.1.p	
N0.HOG0018388	OG0016336	n0	Aa31LG5G22630	AT2G37310.1	CARHR132280.1	Carub.0004s1922.1.p	
N0.HOG0018389	OG0016337	n0	Aa31LG5G22640	AT2G37320.1	CARHR132270.1	Carub.0004s1923.1.p	
N0.HOG0018390	OG0016338	n0	Aa31LG5G22820	AT5G09940.1	CARHR203390.1	Carub.0006s0838.1.p	
N0.HOG0018391	OG0016339	n0	Aa31LG5G22940	AT2G37510.2	CARHR132100.1	Carub.0004s1943.1.p	
N0.HOG0018392	OG0016340	n0	Aa31LG5G22950	AT2G37530.1	CARHR132080.1	Carub.0004s1945.1.p	
N0.HOG0018393	OG0016341	n0	Aa31LG5G23030	AT2G37570.1	CARHR132040.1	Carub.0004s1949.1.p	
N0.HOG0018394	OG0016342	n0	Aa31LG5G23100	AT2G37610.1		Carub.0004s1954.1.p	gene-TAV2_LOCUS12670
N0.HOG0018395	OG0016343	n0	Aa31LG5G23160	AT2G37660.1	CARHR131920.1	Carub.0004s1959.1.p	
N0.HOG0018396	OG0016344	n0	Aa31LG5G23620	AT2G38070.1	CARHR132650.1	Carub.0004s2004.1.p	
N0.HOG0018397	OG0016345	n0	Aa31sc1521G10, Aa31sc767G30, Aa31LG5G23720, Aa31sc1041G10				
N0.HOG0018398	OG0016346	n0	Aa31LG5G23790	AT2G38510.1	CARHR133210.1	Carub.0004s2050.1.p	
N0.HOG0018399	OG0016347	n0	Aa31LG5G23810	AT2G38490.1	CARHR133190.1	Carub.0004s2048.1.p	
N0.HOG0018400	OG0016348	n0	Aa31LG5G23900	AT2G38420.1	CARHR133080.1	Carub.0004s2039.1.p	
N0.HOG0018401	OG0016349	n0	Aa31LG6G50	AT4G17230.1	CARHR223840.1	Carub.0007s2418.1.p	
N0.HOG0018402	OG0016350	n0	Aa31LG6G240	AT4G17500.1	CARHR224170.1	Carub.0007s2390.1.p	
N0.HOG0018403	OG0016351	n0	Aa31LG6G370	AT4G17616.1	CARHR224340.1	Carub.0007s2376.1.p	
N0.HOG0018404	OG0016352	n0	Aa31LG6G410	AT4G17660.1	CARHR224380.1	Carub.0007s2372.1.p	
N0.HOG0018405	OG0016353	n0	Aa31LG6G650	AT4G17905.2		Carub.0007s2344.1.p	gene-TAV2_LOCUS25877
N0.HOG0018406	OG0016354	n0	Aa31LG6G2410	AT4G19990.6	CARHR226770.1	Carub.0007s2115.1.p	
N0.HOG0018407	OG0016355	n0	Aa31LG6G2520	AT3G57430.1	CARHR167630.1	Carub.0005s2427.1.p	
N0.HOG0018408	OG0016356	n0	Aa31LG6G2570	AT4G37420.1	CARHR245800.1	Carub.0007s0288.1.p	
N0.HOG0018409	OG0016357	n1	Aa31LG6G9820		CARHR038770.1		
N0.HOG0018410	OG0016357	n2	Aa31LG6G2650		CARHR227070.1		
N0.HOG0018411	OG0016358	n0	Aa31LG6G2790	AT4G20400.1	CARHR227230.1	Carub.0007s2076.1.p	
N0.HOG0018412	OG0016359	n0	Aa31LG6G3020	AT4G20960.1	CARHR227510.1	Carub.0007s2048.1.p	
N0.HOG0018413	OG0016360	n0	Aa31LG6G3080		CARHR227630.1	Carub.0007s2040.1.p	gene-TAV2_LOCUS22864
N0.HOG0018414	OG0016361	n0	Aa31LG6G3610	AT4G21610.1	CARHR228320.1	Carub.0007s1977.1.p	
N0.HOG0018415	OG0016362	n0	Aa31LG6G3870	AT4G21870.1	CARHR228630.1	Carub.0007s1950.1.p	
N0.HOG0018416	OG0016363	n0	Aa31LG6G5120		CARHR185370.1	Carub.0004s0412.1.p	gene-TAV2_LOCUS23355
N0.HOG0018417	OG0016364	n0	Aa31LG6G6000	AT1G29680.1	CARHR029010.1	Carub.0001s2789.1.p	
N0.HOG0018418	OG0016365	n0	Aa31LG6G6120, Aa31LG6G11640, Aa31LG6G6450, Aa31LG6G6470				
N0.HOG0018419	OG0016366	n0	Aa31LG6G6210	AT1G29330.1		Carub.0001s2755.1.p	gene-TAV2_LOCUS917
N0.HOG0018420	OG0016367	n0	Aa31LG6G6280	AT1G29200.2	CARHR028560.1	Carub.0001s2744.1.p	
N0.HOG0018421	OG0016368	n0	Aa31LG6G7160		CARHR231300.1	Carub.0007s1721.1.p	gene-TAV2_LOCUS24898
N0.HOG0018422	OG0016369	n0	Aa31LG6G7300	AT4G24090.1	CARHR231490.1	Carub.0007s1701.1.p	
N0.HOG0018423	OG0016370	n0	Aa31LG6G7950	AT1G33480.1	CARHR032920.1	Carub.0001s3167.1.p	
N0.HOG0018424	OG0016371	n0	Aa31LG6G8420	AT1G34350.2	CARHR033800.1	Carub.0001s3248.1.p	
N0.HOG0018425	OG0016372	n0	Aa31LG6G8440	AT1G34370.1	CARHR033830.1	Carub.0001s3252.1.p	
N0.HOG0018426	OG0016373	n0	Aa31LG6G8650	AT1G35210.1	CARHR287280.1	Carub.0001s3286.1.p	
N0.HOG0018427	OG0016374	n0	Aa31LG6G8710	AT1G35330.1	CARHR034130.1	Carub.0001s3296.1.p	
N0.HOG0018428	OG0016375	n0	Aa31LG6G8730	AT1G35430.1	CARHR034200.1	Carub.0001s3303.1.p	
N0.HOG0018429	OG0016376	n0	Aa31LG6G8920	AT1G35910.1	CARHR034650.1	Carub.0001s3354.1.p	
N0.HOG0018430	OG0016377	n0	Aa31LG6G8940	AT1G36060.1	CARHR034670.1	Carub.0001s3356.1.p	
N0.HOG0018431	OG0016378	n0	Aa31LG6G9030	AT1G36380.1	CARHR035030.1	Carub.0001s3375.1.p	
N0.HOG0018432	OG0016379	n0	Aa31LG6G9040	AT1G36730.1	CARHR035070.1	Carub.0001s3385.1.p	
N0.HOG0018433	OG0016380	n0	Aa31LG6G9060	AT1G36940.2	CARHR034810.1	Carub.0001s3387.1.p	
N0.HOG0018434	OG0016381	n0	Aa31LG6G9150	AT5G35370.1	CARHR217390.1	Carub.0007s3119.1.p	
N0.HOG0018435	OG0016382	n0	Aa31LG6G9200	AT2G25720.1	CARHR134910.1	Carub.0001s3401.1.p	
N0.HOG0018436	OG0016383	n0	Aa31LG6G9240	AT1G44800.1	CARHR036060.1	Carub.0001s3532.1.p	
N0.HOG0018437	OG0016384	n0	Aa31LG6G9440	AT1G44100.1	CARHR035780.1	Carub.0001s3501.1.p	
N0.HOG0018438	OG0016385	n0	Aa31LG6G9940	AT1G43245.2	CARHR035370.1	Carub.0001s3453.1.p	
N0.HOG0018439	OG0016386	n0	Aa31LG6G10020	AT1G43020.1	CARHR035260.1	Carub.0001s3441.1.p	
N0.HOG0018440	OG0016387	n0	Aa31LG6G10190, Aa31LG9G4450	AT4G13320.1	CARHR218860.1		
N0.HOG0018441	OG0016388	n0	Aa31LG6G11100	AT1G28960.1	CARHR028170.1	Carub.0001s2717.1.p	
N0.HOG0018442	OG0016389	n0	Aa31LG6G12040	AT1G30814.1		Carub.0001s2912.1.p	gene-TAV2_LOCUS2214
N0.HOG0018443	OG0016390	n0	Aa31LG6G12370	AT1G30970.3	CARHR030510.1	Carub.0001s2938.1.p	
N0.HOG0018444	OG0016391	n0	Aa31LG6G12510	AT4G35540.1	CARHR243880.1		gene-TAV2_LOCUS24173
N0.HOG0018445	OG0016392	n0	Aa31LG6G12930	AT4G35980.1		Carub.0007s0425.1.p	gene-TAV2_LOCUS24554
N0.HOG0018446	OG0016393	n0	Aa31LG6G13240				gene-TAV2_LOCUS20154, gene-TAV2_LOCUS8904, gene-TAV2_LOCUS14312
N0.HOG0018447	OG0016394	n0	Aa31LG6G13560	AT4G36750.1	CARHR245100.1	Carub.0007s0357.1.p	
N0.HOG0018448	OG0016395	n0	Aa31LG6G13990	AT4G36980.4	CARHR245520.1	Carub.0007s0317.1.p	
N0.HOG0018449	OG0016396	n0	Aa31LG6G14080	AT4G36900.1	CARHR245610.1	Carub.0007s0308.1.p	
N0.HOG0018450	OG0016397	n0	Aa31LG6G14210, Aa31LG6G14200, Aa31LG6G14260				gene-TAV2_LOCUS24887
N0.HOG0018451	OG0016398	n0	Aa31LG6G14600	AT4G37700.1	CARHR246090.1	Carub.0007s0255.1.p	
N0.HOG0018452	OG0016399	n0	Aa31LG6G14810	AT3G53440.1	CARHR163340.1	Carub.0005s2001.1.p	
N0.HOG0018453	OG0016400	n0	Aa31LG6G15030	AT4G38070.1		Carub.0007s0214.1.p	gene-TAV2_LOCUS13427
N0.HOG0018454	OG0016401	n0	Aa31LG6G15100	AT1G26290.1	CARHR246510.1	Carub.0007s0210.1.p	
N0.HOG0018455	OG0016402	n0	Aa31LG6G15120	AT4G40090.1	CARHR246520.1	Carub.0007s0208.1.p	
N0.HOG0018456	OG0016403	n0	Aa31LG6G15140	AT4G40070.1	CARHR246550.1	Carub.0007s0206.1.p	
N0.HOG0018457	OG0016404	n0	Aa31LG6G15250	AT4G39990.1	CARHR246690.1	Carub.0007s0195.1.p	
N0.HOG0018458	OG0016405	n0	Aa31LG6G15380	AT4G39880.1	CARHR246820.1	Carub.0007s0181.1.p	
N0.HOG0018459	OG0016406	n0	Aa31LG6G15560	AT4G39700.1	CARHR247020.1	Carub.0007s0158.1.p	
N0.HOG0018460	OG0016407	n0	Aa31LG6G15610	AT5G40155.1	CARHR012090.1, CARHR261920.1		
