ATfeature,refGene,Aar,Ath,Bra,Chi,Cru,Csa,Sal,Tar
AT5G45020,AT5G45020.1,Aa31LG6G2340,"AT5G45020.1, AT4G19880.2",,"CARHR177710.1, CARHR226660.1",Carub.0007s2133.1.p,,,"gene-TAV2_LOCUS5849, gene-TAV2_LOCUS25966"
AT5G63900,AT5G63900.1,Aa31LG1G17990,AT5G63900.1,,CARHR277800.1,Carub.0008s2467.1.p,,,
AT5G67170,AT5G67170.1,Aa31LG1G15700,AT5G67170.1,,CARHR280460.1,Carub.0008s2734.1.p,,,gene-TAV2_LOCUS5243
AT5G44020,AT5G44020.1,Aa31LG5G3250,AT5G44020.1,,CARHR179270.1,Carub.0008s0452.1.p,,,gene-TAV2_LOCUS7159
AT5G50330,AT5G50330.1,Aa31LG3G5900,AT5G50330.1,,CARHR258180.1,Carub.0008s1037.1.p,,,gene-TAV2_LOCUS22169
AT5G48370,AT5G48370.1,Aa31sc757G30,AT5G48370.1,,CARHR183840.1,Carub.0008s0794.1.p,,,gene-TAV2_LOCUS6265
AT5G45030,AT5G45030.2,Aa31LG9G8180,AT5G45030.2,,CARHR177700.1,Carub.0008s0329.1.p,,,gene-TAV2_LOCUS5850
COPT1,AT5G59030.1,,AT5G59030.1,,CARHR285590.1,Carub.0008s1991.1.p,,,gene-TAV2_LOCUS20528
HIPP07,AT5G63530.1,Aa31LG1G18410,AT5G63530.1,,CARHR277390.1,Carub.0008s2426.1.p,,,gene-TAV2_LOCUS5991
AT5G55600,AT5G55600.1,Aa31LG3G11550,AT5G55600.1,,CARHR268910.1,Carub.0008s1597.1.p,,,gene-TAV2_LOCUS20488
anac099,AT5G56620.3,Aa31LG3G12480,AT5G56620.3,,CARHR270310.1,Carub.0008s1710.1.p,,,gene-TAV2_LOCUS21069
ACBP1,AT5G53470.1,,AT5G53470.1,,CARHR266590.1,Carub.0008s1363.1.p,,,gene-TAV2_LOCUS18814
KPNB1,AT5G53480.1,"Aa31LG3G9630, Aa31LG3G9630",AT5G53480.1,,CARHR266610.1,Carub.0008s1364.1.p,,,gene-TAV2_LOCUS18516
STR18,AT5G66170.2,Aa31LG1G14670,AT5G66170.2,,CARHR281570.1,Carub.0008s2833.1.p,,,gene-TAV2_LOCUS6547
ET2,AT5G56780.1,"Aa31LG2G21230, Aa31LG3G12720",AT5G56780.1,,CARHR270530.1,Carub.0008s1726.1.p,,,gene-TAV2_LOCUS18885
ATIM,AT5G52910.2,Aa31LG3G9160,AT5G52910.2,,CARHR265900.1,Carub.0008s1311.1.p,,,gene-TAV2_LOCUS19661
ABCF1,AT5G60790.1,Aa31LG1G12740,AT5G60790.1,,CARHR274470.1,Carub.0008s2147.1.p,,,gene-TAV2_LOCUS22055
HSD4,AT5G50590.1,,"AT5G50590.1, AT5G50690.1",,,Carub.0008s1069.1.p,,,gene-TAV2_LOCUS20293
HSD4,AT5G50690.1,,"AT5G50590.1, AT5G50690.1",,,Carub.0008s1069.1.p,,,gene-TAV2_LOCUS20293
PME68,AT5G47500.1,Aa31sc118G50,AT5G47500.1,,CARHR173850.1,Carub.0008s0027.1.p,,,gene-TAV2_LOCUS7104
AT5G44730,AT5G44730.1,Aa31LG9G8440,AT5G44730.1,,CARHR178170.1,Carub.0008s0353.1.p,,,gene-TAV2_LOCUS8110
AT5G10880,AT5G10880.1,,,,,,,,
TAF4B,AT5G43130.2,Aa31LG9G13220,AT5G43130.2,,CARHR180850.1,Carub.0008s0559.1.p,,,gene-TAV2_LOCUS7261
AT5G53260,AT5G53260.1,Aa31LG10G12180,"AT5G53260.1, AT5G53270.1",,CARHR266310.1,"Carub.0008s1344.1.p, Carub.0008s1345.1.p",,,gene-TAV2_LOCUS19234
AT5G53270,AT5G53270.1,Aa31LG10G12180,"AT5G53260.1, AT5G53270.1",,CARHR266310.1,"Carub.0008s1344.1.p, Carub.0008s1345.1.p",,,gene-TAV2_LOCUS19234
EXL2,AT5G64260.1,Aa31LG1G17640,AT5G64260.1,,CARHR278170.1,Carub.0008s2505.1.p,,,
AT5G59410,AT5G59410.1,Aa31sc23G410,AT5G59410.1,,CARHR285780.1,Carub.0008s2008.1.p,,,
SRK2H,AT5G63650.1,Aa31LG1G18230,AT5G63650.1,,CARHR277530.1,Carub.0008s2441.1.p,,,gene-TAV2_LOCUS5648
AT5G47470,AT5G47470.2,Aa31csc22G130,AT5G47470.2,,CARHR173890.1,Carub.0008s0030.1.p,,,
PFD3,AT5G49510.1,Aa31LG11G8140,AT5G49510.1,,CARHR287830.1,Carub.0008s0936.1.p,,,gene-TAV2_LOCUS7254
AtbZIP70,AT5G60830.1,Aa31LG11G2450,AT5G60830.1,,CARHR274510.1,Carub.0008s2153.1.p,,,gene-TAV2_LOCUS6843
AT5G60150,AT5G60150.2,Aa31LG1G12330,AT5G60150.2,,CARHR273800.1,Carub.0008s2088.1.p,,,gene-TAV2_LOCUS18785
AT5G60170,AT5G60170.2,Aa31LG1G12340,AT5G60170.2,,"CARHR273820.1, CARHR273830.1",Carub.0008s2090.1.p,,,"gene-TAV2_LOCUS20549, gene-TAV2_LOCUS20550, gene-TAV2_LOCUS20549, gene-TAV2_LOCUS20550"
PAP28,AT5G57140.1,,AT5G57140.1,,CARHR270920.1,Carub.0008s1765.1.p,,,gene-TAV2_LOCUS22270
SMXL5,AT5G57130.1,"Aa31LG3G13030, Aa31LG3G13030",AT5G57130.1,,CARHR270910.1,Carub.0008s1764.1.p,,,gene-TAV2_LOCUS22271
AT5G49170,AT5G49170.1,,AT5G49170.1,,CARHR182490.1,Carub.0008s0899.1.p,,,gene-TAV2_LOCUS6773
ATMAP65-1,AT5G55230.2,Aa31LG3G11220,AT5G55230.2,,CARHR268590.1,Carub.0008s1558.1.p,,,gene-TAV2_LOCUS20095
MYB36,AT5G57620.1,Aa31LG3G13460,AT5G57620.1,,CARHR271380.1,Carub.0008s1812.1.p,,,gene-TAV2_LOCUS20956
AT5G47380,AT5G47380.1,Aa31csc39G50,AT5G47380.1,,CARHR174000.1,Carub.0008s0040.1.p,,,gene-TAV2_LOCUS7050
AT5G43440,AT5G43440.1,,"AT5G43440.1, AT5G43450.1",,"CARHR180140.1, CARHR180160.1",Carub.0008s0515.1.p,,,
AT5G43450,AT5G43450.1,,"AT5G43440.1, AT5G43450.1",,"CARHR180140.1, CARHR180160.1",Carub.0008s0515.1.p,,,
ATL30,AT5G46650.1,Aa31LG9G6220,AT5G46650.1,,CARHR174850.1,Carub.0008s0126.1.p,,,gene-TAV2_LOCUS7520
AT5G60700,AT5G60700.2,Aa31LG1G12660,AT5G60700.2,,CARHR274380.1,Carub.0008s2138.1.p,,,gene-TAV2_LOCUS21989
CERK,AT5G51290.1,Aa31LG3G7790,AT5G51290.1,,CARHR256750.1,Carub.0008s1132.1.p,,,gene-TAV2_LOCUS19508
OVA2,AT5G49030.3,Aa31sc180G20,AT5G49030.3,,CARHR182680.1,Carub.0008s0885.1.p,,,gene-TAV2_LOCUS6767
DIR3,AT5G49040.1,,AT5G49040.1,,CARHR182690.1,Carub.0008s0886.1.p,,,
BRG1,AT5G45100.1,Aa31LG9G8020,AT5G45100.1,,CARHR177510.1,Carub.0008s0314.1.p,,,gene-TAV2_LOCUS6041
RLK,AT5G67280.1,Aa31LG1G15810,AT5G67280.1,,CARHR280340.1,Carub.0008s2722.1.p,,,gene-TAV2_LOCUS5860
ARC6,AT5G42480.1,Aa31LG9G12600,AT5G42480.1,,CARHR181880.1,Carub.0008s0657.1.p,,,gene-TAV2_LOCUS1464
TIM22-3,AT5G55510.1,Aa31LG3G11450,AT5G55510.1,,CARHR268820.1,Carub.0008s1586.1.p,,,
RLT2,AT5G44180.1,Aa31LG5G3060,AT5G44180.1,,CARHR179080.1,Carub.0008s0434.1.p,,,gene-TAV2_LOCUS6595
THO3,AT5G56130.1,Aa31LG3G12040,AT5G56130.1,,CARHR269490.1,Carub.0008s1645.1.p,,,gene-TAV2_LOCUS19905
RKD3,AT5G66990.1,Aa31LG1G15540,AT5G66990.1,,CARHR280690.1,Carub.0008s2751.1.p,,,gene-TAV2_LOCUS6112
RBP45A,AT5G54900.1,,AT5G54900.1,,CARHR268240.1,Carub.0008s1520.1.p,,,gene-TAV2_LOCUS22032
AT5G42680,AT5G42680.1,Aa31LG9G12740,AT5G42680.1,,CARHR181590.1,Carub.0008s0632.1.p,,,
XBAT32,AT5G57740.1,Aa31LG3G13570,AT5G57740.1,,CARHR271480.1,Carub.0008s1825.1.p,,,gene-TAV2_LOCUS19466
HIPP13,AT5G52750.1,"Aa31LG3G8990, Aa31LG3G9000, Aa31LG3G9010","AT5G52750.1, AT5G52760.1",,"CARHR265680.1, CARHR265700.1, CARHR265710.1","Carub.0008s1289.1.p, Carub.0008s1290.1.p, Carub.0008s1291.1.p, Carub.0008s1292.1.p, Carub.0008s1293.1.p",,,gene-TAV2_LOCUS19925
HIPP14,AT5G52760.1,"Aa31LG3G8030, Aa31LG3G8050, Aa31LG3G8990, Aa31LG3G9000, Aa31LG3G9010","AT5G52750.1, AT5G52760.1",,"CARHR265680.1, CARHR265700.1, CARHR265710.1","Carub.0008s1289.1.p, Carub.0008s1290.1.p, Carub.0008s1291.1.p, Carub.0008s1292.1.p, Carub.0008s1293.1.p",,,gene-TAV2_LOCUS19925
AT5G52770,AT5G52770.1,,,,,,,,
RGGC,AT5G47210.1,Aa31sc89G130,AT5G47210.1,,CARHR174150.1,Carub.0008s0053.1.p,,,gene-TAV2_LOCUS5054
CPR5,AT5G64930.1,Aa31LG1G17040,AT5G64930.1,,CARHR293840.1,Carub.0008s2576.1.p,,,"gene-TAV2_LOCUS8120, gene-TAV2_LOCUS8120"
CIP8,AT5G64920.1,,AT5G64920.1,,CARHR278960.1,Carub.0008s2575.1.p,,,
EMB514,AT5G62440.1,Aa31LG11G1190,AT5G62440.1,,CARHR276240.1,Carub.0008s2312.1.p,,,gene-TAV2_LOCUS6283
ATL79,AT5G47610.1,Aa31LG9G5410,AT5G47610.1,,CARHR173710.1,Carub.0008s0018.1.p,,,
PHYL2.2,AT5G52990.1,Aa31LG3G9480,AT5G52990.1,,CARHR265980.1,Carub.0008s1319.1.p,,,gene-TAV2_LOCUS21167
AT5G66010,AT5G66010.1,Aa31LG1G14510,AT5G66010.1,,CARHR281750.1,Carub.0008s2850.1.p,,,gene-TAV2_LOCUS6146
KAT5,AT5G48880.2,Aa31sc656G10,AT5G48880.2,,CARHR182840.1,Carub.0008s0860.1.p,,,gene-TAV2_LOCUS6497
COL10,AT5G48250.1,,AT5G48250.1,,CARHR184040.1,Carub.0008s0782.1.p,,,gene-TAV2_LOCUS7470
GALT6,AT5G62620.1,Aa31LG11G1020,AT5G62620.1,,CARHR276400.1,Carub.0008s2332.1.p,,,gene-TAV2_LOCUS5115
AT5G66580,AT5G66580.1,Aa31LG1G15130,AT5G66580.1,,CARHR281160.1,Carub.0008s2793.1.p,,,
AT5G62710,AT5G62710.1,Aa31LG11G970,AT5G62710.1,,CARHR276500.1,Carub.0008s2344.1.p,,,gene-TAV2_LOCUS5393
AT5G59480,AT5G59480.3,,AT5G59480.3,,CARHR285850.1,Carub.0008s2015.1.p,,,gene-TAV2_LOCUS21643
SRR1,AT5G59560.2,,AT5G59560.2,,CARHR273020.1,Carub.0008s2023.1.p,,,gene-TAV2_LOCUS19985
AT5G59460,AT5G59460.1,,AT5G59460.1,,CARHR285830.1,Carub.0008s2013.1.p,,,gene-TAV2_LOCUS21645
BXL1,AT5G49360.1,Aa31LG11G7940,AT5G49360.1,,CARHR182170.1,Carub.0008s0926.1.p,,,gene-TAV2_LOCUS7921
AT5G66240,AT5G66240.2,Aa31LG1G14740,AT5G66240.2,,CARHR281480.1,Carub.0008s2825.1.p,,,gene-TAV2_LOCUS5376
CLPP4,AT5G45390.1,Aa31LG9G7610,AT5G45390.1,,CARHR176680.1,Carub.0008s0272.1.p,,,gene-TAV2_LOCUS5333
AT5G59750,AT5G59750.2,,AT5G59750.2,,CARHR273330.1,Carub.0008s2040.1.p,,,gene-TAV2_LOCUS19203
BS,AT5G44630.1,,AT5G44630.1,,CARHR178290.1,"Carub.0008s0365.1.p, Carub.0008s0366.1.p, Carub.0008s0368.1.p, Carub.0008s0370.1.p",,,
PAP14,AT5G53450.1,Aa31LG3G9610,AT5G53450.1,,CARHR266570.1,Carub.0008s1361.1.p,,,gene-TAV2_LOCUS21875
ATRING1A,AT5G44280.2,Aa31LG5G2970,AT5G44280.2,,CARHR178920.1,Carub.0008s0424.1.p,,,gene-TAV2_LOCUS7776
NAC100,AT5G61430.1,Aa31LG11G1970,AT5G61430.1,,CARHR275190.1,Carub.0008s2211.1.p,,,gene-TAV2_LOCUS5185
LSM5,AT5G48870.1,Aa31LG5G17580,AT5G48870.1,,CARHR182850.1,Carub.0008s0859.1.p,,,gene-TAV2_LOCUS6494
BHLH139,AT5G43175.1,,AT5G43175.1,,CARHR180730.1,Carub.0008s0551.1.p,,,gene-TAV2_LOCUS6050
AT5G67460,AT5G67460.1,Aa31LG1G16020,AT5G67460.1,,CARHR280130.1,Carub.0008s2701.1.p,,,gene-TAV2_LOCUS7896
AT5G53020,AT5G53020.6,Aa31LG3G9460,AT5G53020.6,,CARHR266030.1,Carub.0008s1321.1.p,,,gene-TAV2_LOCUS21168
AT5G57830,AT5G57830.1,Aa31LG3G13670,AT5G57830.1,,CARHR271570.1,Carub.0008s1836.1.p,,,gene-TAV2_LOCUS21975
HSL2,AT5G65710.1,Aa31LG1G16350,AT5G65710.1,,CARHR279700.1,Carub.0008s2661.1.p,,,gene-TAV2_LOCUS7413
CNGC1,AT5G53130.1,Aa31LG3G9340,AT5G53130.1,,CARHR266160.1,Carub.0008s1333.1.p,,,gene-TAV2_LOCUS22189
AT5G46295,AT5G46295.1,,AT5G46295.1,,CARHR175490.1,Carub.0008s0161.1.p,,,
NET4A,AT5G58320.2,Aa31LG11G90,AT5G58320.2,,CARHR272130.1,Carub.0008s1886.1.p,,,gene-TAV2_LOCUS18506
AT5G48220,AT5G48220.1,Aa31LG5G13060,AT5G48220.1,,CARHR184070.1,Carub.0008s0779.1.p,,,gene-TAV2_LOCUS7472
AT5G63930,AT5G63930.1,Aa31LG2G2040,AT5G63930.1,,CARHR056180.1,Carub.0008s2469.1.p,,,
AT5G51830,AT5G51830.1,Aa31LG3G8270,AT5G51830.1,,CARHR264710.1,Carub.0008s1185.1.p,,,gene-TAV2_LOCUS21786
CYP20-1,AT5G58710.1,,AT5G58710.1,,CARHR272620.1,Carub.0008s1933.1.p,,,gene-TAV2_LOCUS21043
BSK2,AT5G46570.1,Aa31LG9G6330,AT5G46570.1,,CARHR175010.1,Carub.0008s0134.1.p,,,gene-TAV2_LOCUS7164
UBP23,AT5G57990.1,Aa31LG3G13780,AT5G57990.1,,CARHR271780.1,Carub.0008s1852.1.p,,,gene-TAV2_LOCUS18953
LOB,AT5G63090.3,Aa31LG11G580,AT5G63090.3,,CARHR276920.1,Carub.0008s2384.1.p,,,
APO3,AT5G61930.1,Aa31LG11G1580,AT5G61930.1,,CARHR275690.1,Carub.0008s2261.1.p,,,
AT5G48330,AT5G48330.1,Aa31LG5G15580,AT5G48330.1,,CARHR183970.1,Carub.0008s0789.1.p,,,gene-TAV2_LOCUS18321
AT5G59230,AT5G59230.1,,AT5G59230.1,,CARHR285310.1,Carub.0008s1972.1.p,,,
WDS,AT5G43920.1,Aa31LG5G3360,AT5G43920.1,,CARHR179500.1,Carub.0008s0496.1.p,,,gene-TAV2_LOCUS6306
ARAC2,AT5G45970.1,Aa31LG9G6930,AT5G45970.1,,CARHR175960.1,Carub.0008s0195.1.p,,,gene-TAV2_LOCUS5327
PAP27,AT5G50400.1,,AT5G50400.1,,,Carub.0008s1051.1.p,,,
AT5G49760,AT5G49760.1,Aa31LG3G6900,AT5G49760.1,,CARHR259030.1,"Carub.0008s0962.1.p, Carub.0008s0963.1.p",,,gene-TAV2_LOCUS19375
WRKY51,AT5G64810.1,Aa31LG1G17130,AT5G64810.1,,CARHR278800.1,Carub.0008s2562.1.p,,,gene-TAV2_LOCUS6100
WIP2,AT5G56210.1,Aa31LG3G12120,AT5G56210.1,,CARHR269610.1,Carub.0008s1653.1.p,,,gene-TAV2_LOCUS18460
APE2,AT5G46110.4,Aa31LG9G6780,AT5G46110.4,,CARHR175740.1,Carub.0008s0182.1.p,,,gene-TAV2_LOCUS7982
ABCB25,AT5G58270.1,"Aa31LG10G11520, Aa31LG11G60",AT5G58270.1,,CARHR272070.1,Carub.0008s1881.1.p,,,gene-TAV2_LOCUS18502
VIP2,AT5G59710.1,Aa31sc23G250,AT5G59710.1,,CARHR273280.1,Carub.0008s2035.1.p,,,gene-TAV2_LOCUS20703
AT5G51920,AT5G51920.1,Aa31LG3G8340,AT5G51920.1,,CARHR264850.1,Carub.0008s1200.1.p,,,
ANAC102,AT5G63790.2,,AT5G63790.2,,CARHR277700.1,Carub.0008s2456.1.p,,,gene-TAV2_LOCUS6814
AT5G48175,AT5G48175.1,,AT5G48175.1,,,,,,
AT5G58490,AT5G58490.1,Aa31LG11G270,AT5G58490.1,,CARHR272320.1,Carub.0008s1908.1.p,,,gene-TAV2_LOCUS19900
AT5G47330,AT5G47330.1,Aa31csc39G20,AT5G47330.1,,CARHR174060.1,Carub.0008s0044.1.p,,,gene-TAV2_LOCUS5050
TAF14B,AT5G45600.1,Aa31LG7G15280,AT5G45600.1,,CARHR176430.1,Carub.0008s0243.1.p,,,gene-TAV2_LOCUS7313
LON2,AT5G47040.1,Aa31LG9G5940,AT5G47040.1,,CARHR174430.1,Carub.0008s0078.1.p,,,gene-TAV2_LOCUS5964
FKBP65,AT5G48570.1,,AT5G48570.1,,CARHR183440.1,Carub.0008s0820.1.p,,,gene-TAV2_LOCUS7129
TOPP7,AT5G43380.1,Aa31LG5G3720,AT5G43380.1,,CARHR180230.1,Carub.0008s0522.1.p,,,gene-TAV2_LOCUS5811
STP3,AT5G61520.1,,AT5G61520.1,,CARHR275290.1,Carub.0008s2221.1.p,,,gene-TAV2_LOCUS6379
HLP,AT5G46160.1,Aa31LG9G6750,AT5G46160.1,,CARHR175640.1,Carub.0008s0176.1.p,,,
DELTA-OAT,AT5G46180.1,Aa31LG9G6730,AT5G46180.1,,CARHR175610.1,Carub.0008s0174.1.p,,,gene-TAV2_LOCUS6026
CRCK1,AT5G58940.1,Aa31LG1G11650,AT5G58940.1,,CARHR272880.1,Carub.0008s1958.1.p,,,gene-TAV2_LOCUS21473
AT5G45520,AT5G45520.1,Aa31LG9G7500,AT5G45520.1,,CARHR176500.1,Carub.0008s0250.1.p,,,gene-TAV2_LOCUS7318
AT5G57610,AT5G57610.1,Aa31LG3G13450,AT5G57610.1,,CARHR271370.1,Carub.0008s1811.1.p,,,gene-TAV2_LOCUS20949
ZIP12,AT5G62160.1,Aa31LG6G2500,AT5G62160.1,,CARHR275930.1,Carub.0008s2283.1.p,,,gene-TAV2_LOCUS6654
BXL4,AT5G64570.1,Aa31LG1G17370,AT5G64570.1,,CARHR278540.1,Carub.0008s2537.1.p,,,gene-TAV2_LOCUS5231
MRS2-2,AT5G64560.1,,AT5G64560.1,,CARHR278530.1,Carub.0008s2536.1.p,,,gene-TAV2_LOCUS6425
AT5G66860,AT5G66860.1,Aa31LG1G15420,AT5G66860.1,,CARHR280810.1,Carub.0008s2763.1.p,,,gene-TAV2_LOCUS6185
AT5G55690,AT5G55690.1,,AT5G55690.1,,CARHR269010.1,Carub.0008s1606.1.p,,,gene-TAV2_LOCUS20491
AT5G64710,AT5G64710.1,Aa31LG1G17200,AT5G64710.1,,CARHR278700.1,Carub.0008s2552.1.p,,,gene-TAV2_LOCUS7272
AT5G52880,AT5G52880.1,"Aa31LG3G9120, Aa31LG3G9130",AT5G52880.1,,CARHR265820.1,Carub.0008s1304.1.p,,,gene-TAV2_LOCUS20103
AT5G63180,AT5G63180.1,Aa31LG1G18790,AT5G63180.1,,CARHR277030.1,Carub.0008s2394.1.p,,,
AT5G53840,AT5G53840.1,,AT5G53840.1,,,Carub.0008s1413.1.p,,,
AKRP,AT5G66055.1,Aa31LG9G1330,AT5G66055.1,,CARHR281700.1,Carub.0008s2845.1.p,,,gene-TAV2_LOCUS6150
AT5G56040,AT5G56040.2,Aa31LG3G11930,AT5G56040.2,,CARHR269410.1,Carub.0008s1637.1.p,,,gene-TAV2_LOCUS19419
KRP3,AT5G48820.2,Aa31LG5G17660,AT5G48820.2,,CARHR182920.1,Carub.0008s0855.1.p,,,gene-TAV2_LOCUS7692
TET15,AT5G57810.1,Aa31LG3G13640,AT5G57810.1,,CARHR271550.1,Carub.0008s1833.1.p,,,gene-TAV2_LOCUS21970
YSL3,AT5G53550.5,Aa31LG3G9730,AT5G53550.5,,CARHR266690.1,Carub.0008s1372.1.p,,,gene-TAV2_LOCUS20522
AT5G42170,AT5G42170.1,Aa31LG9G12320,AT5G42170.1,,,Carub.0008s0713.1.p,,,
IAA33,AT5G57420.1,Aa31LG3G13310,AT5G57420.1,,CARHR271220.1,Carub.0008s1794.1.p,,,gene-TAV2_LOCUS19795
AT5G59830,AT5G59830.3,Aa31sc23G140,AT5G59830.3,,CARHR273410.1,Carub.0008s2064.1.p,,,gene-TAV2_LOCUS19198
GTE10,AT5G63320.1,,AT5G63320.1,,CARHR277170.1,Carub.0008s2407.1.p,,,gene-TAV2_LOCUS7391
PHB7,AT5G44140.1,,,,,,,,
WRKY27,AT5G52830.1,Aa31LG3G9070,AT5G52830.1,,CARHR265760.1,Carub.0008s1299.1.p,,,gene-TAV2_LOCUS20823
AT5G65480,AT5G65480.1,Aa31LG1G16520,AT5G65480.1,,CARHR279460.1,Carub.0008s2633.1.p,,,gene-TAV2_LOCUS4965
ARR6,AT5G62920.1,Aa31LG11G720,AT5G62920.1,,CARHR276730.1,Carub.0008s2363.1.p,,,gene-TAV2_LOCUS6450
ATNUDT2,AT5G47650.2,Aa31sc662G20,AT5G47650.2,,CARHR173660.1,Carub.0008s0013.1.p,,,gene-TAV2_LOCUS5809
AT5G48740,AT5G48740.1,Aa31sc37G40,AT5G48740.1,,CARHR183120.1,Carub.0008s0849.1.p,,,gene-TAV2_LOCUS7695
AT5G61830,AT5G61830.1,Aa31LG11G1660,AT5G61830.1,,CARHR275590.1,Carub.0008s2253.1.p,,,gene-TAV2_LOCUS7502
AGO10,AT5G43810.3,Aa31LG5G3470,AT5G43810.3,,CARHR179680.1,Carub.0008s0484.1.p,,,gene-TAV2_LOCUS7507
AT5G63170,AT5G63170.1,Aa31LG1G18800,AT5G63170.1,,CARHR277020.1,Carub.0008s2393.1.p,,,gene-TAV2_LOCUS6291
ACR1,AT5G65890.3,Aa31LG1G16220,AT5G65890.3,,CARHR279890.1,Carub.0008s2678.1.p,,,gene-TAV2_LOCUS7792
RH27,AT5G65900.1,Aa31LG1G16210,AT5G65900.1,,CARHR279900.1,Carub.0008s2679.1.p,,,
AT5G67610,AT5G67610.2,Aa31LG1G16160,AT5G67610.2,,CARHR279980.1,Carub.0008s2686.1.p,,,gene-TAV2_LOCUS6607
AT5G62240,AT5G62240.1,Aa31LG11G1360,AT5G62240.1,,CARHR276020.1,Carub.0008s2293.1.p,,,gene-TAV2_LOCUS7143
AT5G63410,AT5G63410.1,Aa31LG1G18620,AT5G63410.1,,CARHR277240.1,Carub.0008s2412.1.p,,,gene-TAV2_LOCUS7392
PYL1,AT5G46790.1,Aa31LG9G6110,AT5G46790.1,,CARHR174710.1,Carub.0008s0113.1.p,,,
VPS2.2,AT5G44560.1,,AT5G44560.1,,,Carub.0008s0394.1.p,,,
KCS21,AT5G49070.1,Aa31sc105G40,AT5G49070.1,,CARHR182650.1,Carub.0008s0890.1.p,,,
AT5G65030,AT5G65030.1,Aa31LG3G16930,"AT5G65030.1, AT5G10210.1",,"CARHR293740.1, CARHR203080.1","Carub.0008s2587.1.p, Carub.0006s0867.1.p",,,gene-TAV2_LOCUS6893
AT5G48310,AT5G48310.1,Aa31sc687G20,AT5G48310.1,,CARHR183980.1,Carub.0008s0786.1.p,,,gene-TAV2_LOCUS6273
VPS26A,AT5G53530.1,Aa31LG3G9720,AT5G53530.1,,CARHR266670.1,Carub.0008s1370.1.p,,,gene-TAV2_LOCUS18512
IQD23,AT5G62070.1,,AT5G62070.1,,CARHR275860.1,Carub.0008s2275.1.p,,,gene-TAV2_LOCUS7860
AT5G45275,AT5G45275.1,Aa31LG9G7770,AT5G45275.1,,CARHR176880.1,Carub.0008s0290.1.p,,,gene-TAV2_LOCUS7604
HTA6,AT5G59870.1,Aa31sc23G90,AT5G59870.1,,"CARHR273460.1, CARHR273480.1","Carub.0008s2057.1.p, Carub.0008s2058.1.p",,,gene-TAV2_LOCUS19778
AT5G59865,AT5G59865.1,Aa31sc23G100,AT5G59865.1,,CARHR273470.1,Carub.0008s2059.1.p,,,
UBL5,AT5G42300.1,Aa31LG9G12410,AT5G42300.1,,CARHR284900.1,Carub.0008s0690.1.p,,,gene-TAV2_LOCUS1699
ACA8,AT5G57110.2,Aa31LG3G13010,AT5G57110.2,,CARHR270880.1,Carub.0008s1761.1.p,,,gene-TAV2_LOCUS22274
CIPK19,AT5G45810.1,Aa31LG9G7250,AT5G45810.1,,CARHR176160.1,Carub.0008s0215.1.p,,,
OLI2,AT5G55920.1,,AT5G55920.1,,,Carub.0008s1625.1.p,,,
AT3G57110,AT3G57110.1,,,,,,,,
AT5G60370,AT5G60370.1,Aa31LG1G12430,AT5G60370.1,,CARHR274040.1,Carub.0008s2107.1.p,,,gene-TAV2_LOCUS20187
AT5G60060,AT5G60060.1,Aa31LG1G12220,AT5G60060.1,,"CARHR055210.1, CARHR273680.1",Carub.0008s2076.1.p,,,gene-TAV2_LOCUS22304
ALMT13,AT5G46600.1,,AT5G46600.1,,CARHR174980.1,Carub.0008s0131.1.p,,,gene-TAV2_LOCUS7517
HSFA4C,AT5G45710.3,Aa31LG9G7350,AT5G45710.3,,CARHR176260.1,Carub.0008s0228.1.p,,,gene-TAV2_LOCUS4976
DOF5.7,AT5G65590.1,Aa31LG1G16450,AT5G65590.1,,CARHR279550.1,Carub.0008s2643.1.p,,,gene-TAV2_LOCUS18421
CSN4,AT5G42970.1,Aa31LG9G13090,AT5G42970.1,,CARHR181050.1,Carub.0008s0578.1.p,,,gene-TAV2_LOCUS8098
AT5G42610,AT5G42610.1,,AT5G42610.1,,CARHR181780.1,Carub.0008s0642.1.p,,,gene-TAV2_LOCUS6882
ARD4,AT5G43850.1,Aa31LG5G3440,AT5G43850.1,,CARHR179590.1,Carub.0008s0476.1.p,,,gene-TAV2_LOCUS5211
AT5G47730,AT5G47730.1,,AT5G47730.1,,CARHR173590.1,Carub.0008s0005.1.p,,,gene-TAV2_LOCUS6247
IPK1,AT5G42810.1,Aa31LG9G12880,AT5G42810.1,,CARHR181460.1,Carub.0008s0609.1.p,,,gene-TAV2_LOCUS5228
ERF107,AT5G61590.1,,AT5G61590.1,,CARHR275380.1,Carub.0008s2228.1.p,,,gene-TAV2_LOCUS7821
MCM3,AT5G46280.1,Aa31LG9G6610,AT5G46280.1,,CARHR175520.1,Carub.0008s0163.1.p,,,gene-TAV2_LOCUS7205
AT5G47690,AT5G47690.3,Aa31sc219G80,AT5G47690.3,,CARHR173620.1,Carub.0008s0009.1.p,,,gene-TAV2_LOCUS6246
UPF1,AT5G47010.1,Aa31LG9G5970,AT5G47010.1,,CARHR174460.1,Carub.0008s0082.1.p,,,gene-TAV2_LOCUS5634
AT5G50040,AT5G50040.1,,AT5G50040.1,,"CARHR257930.1, CARHR258610.1","Carub.0008s0995.1.p, Carub.0008s0996.1.p",,,gene-TAV2_LOCUS21691
AT5G50050,AT5G50050.1,,,,,,,,
